code,NAME,DATE,TYPE,TITLE,DURATION,LINK,ENG SUB,MEMBERS,KEYWORDS,TAG,ERA,SEASON,EPISODE,SOURCE,NOTES,ALT LINKS
2410058,"2024.10.18 [SHORTS] SooMin, ChaeWon",2024-10-18,Shorts,Hanlimz is really famous for pretty girls 💕#tripleS #트리플에스 #トリプルS#トリプルエス #トエス #SooMin #수민 #スミン #ChaeWon #채원 #チェウォン,0:00:29,https://youtu.be/tasMuBX_qKs,YES,"Chaewon,Soomin","shorts,tiktok","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410059,"2024.10.18 [SIGNAL LIVE] JiWoo, JooBin, HaYeon",2024-10-18,LIVE,"[ENG SUB] tripleS Weibo SIGNAL LIVE 241018 (Jiwoo, Joobin, Hayeon) 트리플에스 ",0:58:18,https://youtu.be/KEvLEOelvlg,YES,"Hayeon,Jiwoo,Joobin","SIGNAL LIVE,Weibo,fan-subbed","livestream,official,youtube",Visionary Vision,Divine01,,MangoNim,"Jiwoo, Hayeon, and Joobin chat with Chinese WAVs and show off their...acting skills",
2410060,2024.10.18 [DRAMA] What Summer Likes EP. 41-50,2024-10-18,Drama,[ENG SUB] What Summer Likes! (Ep41-50),0:18:01,https://drive.google.com/file/d/1DpKWvCnO5LFDGNk0W8SlZ7eesoeCxGWS/view,YES,"Jiwoo,Seoyeon","fan-subbed,web drama",drama,ASSEMBLE24,Divine01,EP. 41-50,MangoNim,"Summer, a singer-songwriter in a slump, and her number one fan, who is also the director, embark on a tumultuous journey to create a music video for their own reasons while revisiting Summer's first love.",
2410061,2024.10.18 [HIGHLIGHT MEDLEY] tripleS Visionary Vision ‘Performante’ Highlight Medley,2024-10-18,Highlight Medley,tripleS(트리플에스) Visionary Vision 'Performante' Highlight Medley,0:03:21,https://youtu.be/lkVUoWI_lk4,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","performante,visionary vision","highlight medley,official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410062,2024.10.18 [SIGNAL],2024-10-18,SIGNAL,The eight fairies descended onto K-Link Festival | EN | SIGNAL 241018,0:10:40,https://youtu.be/0PQSJ-ZSdl4,YES,"Hyerin,Jiyeon,Kaede,Lynn,Nakyoung,Nien,Yooyeon,Yubin",festival,"official,youtube",Visionary Vision,Divine01,SIGNAL 594,tripleS official,,
2410063,2024.10.18 [SIGNAL] COSMO EXCLUSIVE: VV'S HAUS,2024-10-18,SIGNAL,VV's Summer Vacation Unreleased Clip Collection .zip  | COSMO EXCLUSIVE 241018,0:02:48,https://youtu.be/qKQkJy9Jte0,NO,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Yeonji,Yooyeon","reality,summer,visionary vision","official,youtube",Visionary Vision,Divine01,,JESUS QUIROGA,,
2410064,2024.10.19 [SIGNAL],2024-10-19,SIGNAL,The untold story about losing a battle against a bicycle.mov | EN JP | SIGNAL 241019,0:08:48,https://youtu.be/b1JX812z89c,YES,"Joobin,Soomin","bicycle,bike,eating,park,pizza","official,youtube",Visionary Vision,Divine01,SIGNAL 595,tripleS official,,
2410065,2024.10.20 [RADIO] K-STAR CHART Pick Up Artist: tripleS Kotone & Mayu,2024-10-20,"Interview,Radio",[ENG SUB] K-STAR CHART Pick Up Artist: tripleS Kotone & Mayu | 241018,0:15:13,https://youtu.be/qaXqRL5RaiA,YES,"Kotone,Mayu","interview,japanese,radio","interview,radio,youtube",∞ (Hatchi),Divine01,,MangoNim,,
2410066,2024.10.20 [SecretBase] JiYeon,2024-10-20,SecretBase,SecretBase 241016 JiYeon.SSS [ EN ],0:03:34,https://youtu.be/B33hdZmdMZ8,YES,Jiyeon,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410067,2024.10.20 [SecretBase] Lynn,2024-10-20,SecretBase,SecretBase 241014 Lynn.SSS [ EN ],0:04:04,https://youtu.be/p6_CFSgHoyU,YES,Lynn,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410068,2024.10.20 [SecretBase] Xinyu,2024-10-20,SecretBase,SecretBase 241018 Xinyu.SSS [ EN ],0:05:56,https://youtu.be/L9r6tadv6r4,YES,Xinyu,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410069,2024.10.20 [SecretBase] ParkSoHyun,2024-10-20,SecretBase,SecretBase 241019 ParkSoHyun.SSS [ EN ],0:03:04,https://youtu.be/SG1NIAQUXKQ,YES,Sohyun,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410070,2024.10.20 [SecretBase] Nien,2024-10-20,SecretBase,SecretBase 241014 Nien.SSS [ EN ],0:03:43,https://youtu.be/R5ebTS1P74k,YES,Nien,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410071,2024.10.20 [SecretBase] KwakYeonJi,2024-10-20,SecretBase,SecretBase 241018 KwakYeonJi.SSS [ EN ],0:05:01,https://youtu.be/XcW7LnlBAJM,YES,Yeonji,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410072,2024.10.20 [SecretBase] Kotone,2024-10-20,SecretBase,SecretBase 241014 Kotone.SSS [ EN ],0:04:08,https://youtu.be/CWHe8mZc7eo,YES,Kotone,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410073,2024.10.20 [SecretBase] Kaede,2024-10-20,SecretBase,SecretBase 241016 Kaede.SSS [ EN ],0:03:15,https://youtu.be/4aneYr49j18,YES,Kaede,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410074,2024.10.20 [SecretBase] GongYuBin,2024-10-20,SecretBase,SecretBase 241019 GongYuBin.SSS [ EN ],0:02:30,https://youtu.be/ZYvJIpNtjQM,YES,Yubin,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410075,2024.10.20 [SecretBase] KimNaKyoung,2024-10-20,SecretBase,SecretBase 241014 KimNaKyoung.SSS [ EN ],0:06:33,https://youtu.be/ptkUoL8pVNM,YES,Nakyoung,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410076,2024.10.20 [SecretBase] KimYooYeon,2024-10-20,SecretBase,SecretBase 241018 KimYooYeon.SSS [ EN ],0:05:04,https://youtu.be/CmyiDF7jrso,YES,Yooyeon,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410077,2024.10.20 [SecretBase] JeongHyeRin,2024-10-20,SecretBase,SecretBase 241018 JeongHyeRin.SSS [ EN ],0:06:27,https://youtu.be/VCtLvrxITLM,YES,Hyerin,"self-cam,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410078,2024.10.21 [SIGNAL],2024-10-21,SIGNAL,☃️ : ChaeYeon unnie~ Your friends over there~ | EN | SIGNAL 241021,0:07:44,https://youtu.be/rfCJIHLoPSo,YES,"Chaeyeon,Sullin","date,eating,hanging out","official,youtube",Visionary Vision,Divine01,SIGNAL 596,tripleS official,,
2410079,2024.10.22 [VARIETY] KkondaeZ EP.03,2024-10-22,Variety,GOD Level Ripeness. Even Black and White Chefs Wil Cry💥Generation Clash💥Cooking Battle👊KkondaeZ EP03,0:15:07,https://youtu.be/vmnBbc5D2LY,YES,Chaeyeon,"fan-subbed,funny,variety","variety,youtube",Visionary Vision,Divine01,,"Redsubs,스튜디오 훜 : STUDIO HOOK",,https://youtu.be/T_bZ4bI08hs?si=h5G8CwBC3l9TzcOm
2410080,"2024.10.22 [SIGNAL LIVE] Mayu, ShiOn",2024-10-22,LIVE,"[ENG SUB] tripleS SIGNAL LIVE 241022 (Mayu, Shion) 트리플에스 Apple Cherries",0:46:44,https://youtu.be/V9zPbyQTosA,YES,"Mayu,Shion","SIGNAL LIVE,fan-subbed","livestream,official,youtube",Visionary Vision,Divine01,,MangoNim,,
2410081,2024.10.22 [VARIETY] Weekly Idol EP. 686 Pre-Release,2024-10-22,Variety,[Weekly Idol] tripleS VV의 막춤 댄스 신고식! 이...이렇게까지 춤을 춘다고요..? 이거 나가도 돼요? l 방송선공개 l EP.686,0:01:17,https://youtu.be/6nqBVWeruN0,NO,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","dance battle,variety,visionary vision,weekly idol","variety,youtube",Visionary Vision,Divine01,,ALL THE K-POP,Members have a dance battle,
2410082,2024.10.22 [VARIETY] Weekly Idol EP. 686 Pre-Release,2024-10-22,Variety,Weekly Idol] 트리플에스 비비 소현이는 사실 애교쟁이?! 신개념 염소애교 대방출! l 방송선공개 l EP.686,0:01:54,https://youtu.be/HHxqaE5_hRM,NO,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","aegyo,variety,visionary vision,weekly idol","variety,youtube",Visionary Vision,Divine01,,ALL THE K-POP,Xinyu asks to see Sohyun do aegyo,
2410083,2024.10.22 [SHORTS] D-1 Visionary Vision ‘Hit The Floor’ Teaser,2024-10-22,"Shorts,Teaser",D-1 It's time to 'Hit the Floor' #tripleS #트리플에스 #トリプルS #VisionaryVision #Performante #Hit_the_Floor,0:00:13,https://youtu.be/Uw2N_iGSzbU,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","hit the floor,shorts,teaser,tiktok,visionary vision","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410084,2024.10.23 [FANCAM] Visionary Vision ‘Hit The Floor’ at <Performante> Media Showcase (4K),2024-10-23,Fancam,[4K Fix Cam] tripleS(트리플에스) Visionary Vision ‘Hit the Floor’ Stage | 'Performante' Media Showcase,0:03:07,https://youtu.be/2QJhfNgrCsg,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","4K,fancam,hit the floor,media showcase,performante,visionary vision","fancam,youtube",Visionary Vision,Divine01,,PICKCON,,
2410085,2024.10.23 [TEASER] Visionary Vision ‘Hit The Floor’ Studio Choom Teaser,2024-10-23,Teaser,(Teaser) tripleS(트리플에스) Visionary Vision 'Hit the Floor' (4K) | STUDIO CHOOM ORIGINAL,0:00:28,https://youtu.be/5zWe5-tZyV4,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","4K,dance video,hit the floor,performante,studio choom,visionary vision","teaser,youtube",Visionary Vision,Divine01,,PICKCON,,
2410086,2024.10.23 [SHORTS] Visionary Vision Showcase,2024-10-23,Shorts,tripleS 사랑해❤️‍🔥 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス#VisionaryVision#Performante,0:00:41,https://youtu.be/eQ-9IWn__ck,,"Chaewon,Chaeyeon,Dahyun,Hayeon,Hyerin,Jiwoo,Jiyeon,Joobin,Kaede,Kotone,Lynn,Mayu,Nakyoung,Nien,Seoah,Seoyeon,Shion,Sohyun,Soomin,Sullin,Xinyu,Yeonji,Yooyeon,Yubin","shorts,showcase,tiktok,visionary vision","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410087,2024.10.23 [SHOWCASE] tripleS Visionary Vision Media Showcase (FULL),2024-10-23,"Misc,Offline Event",[Full ver.] tripleS VV 'Hit The Floor' Showcase 트리플에스 VV '힛 더 플로어' 쇼케이스 풀영상｜김나경·신위·정혜린·김유연·공유빈·박소현,0:48:52,https://youtu.be/v2V8ZwzHWQY,NO,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","media showcase,performante,taking photos,visionary vision","miscellaneous,youtube",Visionary Vision,Divine01,,통통컬처,,
2410088,2024.10.23 [SHOWCASE] tripleS Visionary Vision Media Showcase Photo Op,2024-10-23,Offline Event,"리플에스 VV 포토타임, '보이그룹 뛰어넘을 12인 댄스 유닛' I tripleS VV Showcase [4K]",0:01:06,https://youtu.be/EMSScs2iSI4,NO,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","media showcase,performante,taking photos,visionary vision","miscellaneous,youtube",Visionary Vision,Divine01,,티비텐,,
2410089,2024.10.23 [VARIETY] Weekly Idol EP. 686 Random Play Dance,2024-10-23,Variety,[주간아 직캠] 트리플에스 비저너리 비전(tripleS Visionary Vision)의 K-POP 랜덤 플레이 댄스 (4K 직캠 Ver.) l EP.686,0:04:40,https://youtu.be/ifalCiBh2jE,NO,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","random play dance,variety,visionary vision,weekly idol","variety,youtube",Visionary Vision,Divine01,,ALL THE K-POP,Xinyu asks to see Sohyun do aegyo,
2410090,"2024.10.23 [SHORTS] ‘Hit The Floor’ Challenge with HyeRin, NaKyoung & Nien",2024-10-23,Shorts,바람 뚫고 우린 달려가😎🔥 #tripleS #트리플에스 #トリプルS #VisionaryVision #Performante #Hit_the_Floor,0:00:24,https://youtu.be/jNOInxV7ZqA,,"Hyerin,Nakyoung,Nien","dance challenge,hit the floor,shorts,tiktok,tiktok challenge,visionary vision","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410091,2024.10.23 [REACTION] 'Hit The Floor' MV Reaction,2024-10-23,Reaction,‘Hit the Floor’ MV hits my heart so hard | EN | Visionary Vision.SSS,0:05:52,https://youtu.be/MAJxgbDWURs,YES,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","hit the floor,mv reaction,visionary vision","official,reaction,youtube",Visionary Vision,Divine01,,tripleS official,,
2410092,"2024.10.23 [SHORTS] ‘Hit The Floor’ Challenge with YooYeon, SoHyun, JiYeon",2024-10-23,Shorts,비바람 좀 더x4 세게😏⛈️ #tripleS #트리플에스 #トリプルS #VisionaryVision #Performante #Hit_the_Floor,0:00:26,https://youtu.be/BUT68YpfFw0,,"Jiyeon,Sohyun,Yooyeon","dance challenge,hit the floor,shorts,tiktok,tiktok challenge,visionary vision","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410093,2024.10.23 [FAN CHANT] Visionary Vision ‘Hit The Floor’,2024-10-23,Fan Chant,Hit the eardrum stronger x 4 with a fanchant!!! | EN | Visionary Vision.SSS,0:04:46,https://youtu.be/0NtDMMj7w4M,YES,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","fan chant,hit the floor,visionary vision","official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410094,2024.10.23 [MUSIC VIDEO] tripleS Visionary Vision 'Hit The Floor',2024-10-23,Music Video,tripleS(트리플에스) Visionary Vision ‘Hit the Floor’ Official MV,0:03:07,https://youtu.be/aKyt6Ahxwss,YES,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","hit the floor,music video,visionary vision","music video,official,youtube",Visionary Vision,Divine01,,tripleS official,,
2410095,2024.10.23 [VARIETY] Weekly Idol EP. 686 (FULL) feat. Visionary Vision,2024-10-23,Variety,[ENG SUB] Weekly Idol EP 686 tripleS Visionary Vision (VV) | FULL,0:48:22,https://youtu.be/0JfmOq2Tqt0,YES,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","games,variety,visionary vision,weekly idol","variety,youtube",Visionary Vision,Divine01,,1stonkpop,Visionary Vision pays a visit to Weekly Idol to promote their album <Performante>,
2410096,2024.10.24 [FANCAM] M COUNTDOWN - tripleS Visionary Vision Xinyu - ‘Hit The Floor’,2024-10-24,Fancam,[MPD직캠] 트리플에스 신위 직캠 4K 'Hit the Floor' (tripleS Visionary Vision Xinyu FanCam) | @MCOUNTDOWN,0:03:18,https://youtu.be/mgHt2X_Wv5w,,Xinyu,"4K,hit the floor,m countdown,music show,visionary vision","fancam,music show,youtube",Visionary Vision,Divine01,,M2,,
2410097,2024.10.24 [FANCAM] M COUNTDOWN - tripleS Visionary Vision SoHyun - ‘Hit The Floor’,2024-10-24,Fancam,[MPD직캠] 트리플에스 소현 직캠 4K 'Hit the Floor' (tripleS Visionary Vision SoHyun FanCam) | @MCOUNTDOWN,0:03:18,https://youtu.be/Wq0NPMtRi0Q,,Sohyun,"4K,hit the floor,m countdown,music show,visionary vision","fancam,music show,youtube",Visionary Vision,Divine01,,M2,,
2410098,2024.10.24 [FANCAM] M COUNTDOWN - tripleS Visionary Vision Kotone - ‘Hit The Floor’,2024-10-24,Fancam,[MPD직캠] 트리플에스 코토네 직캠 4K 'Hit the Floor' (tripleS Visionary Vision Kotone FanCam) | @MCOUNTDOWN,0:03:18,https://youtu.be/VqFgjGrGyJM,,Kotone,"4K,hit the floor,m countdown,music show,visionary vision","fancam,music show,youtube",Visionary Vision,Divine01,,M2,,
2410099,2024.10.24 [FANCAM] M COUNTDOWN - tripleS Visionary Vision YuBin - ‘Hit The Floor’,2024-10-24,Fancam,[MPD직캠] 트리플에스 유빈 직캠 4K 'Hit the Floor' (tripleS Visionary Vision YuBin FanCam) | @MCOUNTDOWN,0:03:18,https://youtu.be/en7uRh5QQkM,,Yubin,"4K,hit the floor,m countdown,music show,visionary vision","fancam,music show,youtube",Visionary Vision,Divine01,,M2,,
2410100,2024.10.24 [FANCAM] M COUNTDOWN - tripleS Visionary Vision NaKyoung - ‘Hit The Floor’,2024-10-24,Fancam,[MPD직캠] 트리플에스 나경 직캠 4K 'Hit the Floor' (tripleS Visionary Vision NaKyoung FanCam) | @MCOUNTDOWN,0:03:18,https://youtu.be/zWVuw5o_F1Q,,Nakyoung,"4K,hit the floor,m countdown,music show,visionary vision","fancam,music show,youtube",Visionary Vision,Divine01,,M2,,
2410101,2024.10.24 [FANCAM] M COUNTDOWN - tripleS Visionary Vision YooYeon - ‘Hit The Floor’,2024-10-24,Fancam,[MPD직캠] 트리플에스 유연 직캠 4K 'Hit the Floor' (tripleS Visionary Vision YooYeon FanCam) | @MCOUNTDOWN,0:03:18,https://youtu.be/PfrGWJmOsjI,,Yooyeon,"4K,hit the floor,m countdown,music show,visionary vision","fancam,music show,youtube",Visionary Vision,Divine01,,M2,,
2410102,2024.10.24 [MUSIC SHOW] M COUNTDOWN - tripleS Visionary Vision - ‘Hit The Floor’,2024-10-24,Performance,최초 공개' tripleS Visionary Vision - Hit the Floor #엠카운트다운 EP.868 | Mnet 241024 방송,0:03:10,https://youtu.be/eYgiaEuyrnw,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","hit the floor,m countdown,music show,visionary vision","music show,performance,youtube",Visionary Vision,Divine01,,Mnet K-POP,,
2410103,2024.10.24 [SIGNAL],2024-10-24,SIGNAL,VV has taken a great first step with the first broadcast stage! | EN | SIGNAL 241024,0:05:49,https://youtu.be/6zRg8x27D5Y,YES,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","broadcast station,m countdown,music show,visionary vision","official,youtube",Visionary Vision,Divine01,SIGNAL 597,tripleS official,,
2410104,2024.10.24 [FANCAM] M COUNTDOWN - tripleS Visionary Vision - ‘Hit The Floor’ (8K),2024-10-24,Fancam,[MPD직캠] 트리플에스 직캠 8K 'Hit the Floor' (tripleS Visionary Vision FanCam) | @MCOUNTDOWN_2024.10.24,0:03:17,https://youtu.be/COw8vfV0KtM,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","8K,hit the floor,m countdown,music show,visionary vision","fancam,music show,youtube",Visionary Vision,Divine01,,M2,,
2410105,"2024.10.24 [SHORTS] ‘Hit The Floor’ Challenge with YuBin, Kaede & YeonJi",2024-10-24,Shorts,곽니카는 엠카 Floor를 Hit💥#tripleS #트리플에스 #トリプルS #トリプルエス #トエス#VisionaryVision #Performante #Hit_the_Floor,0:00:25,https://youtu.be/qUCRBgmwnEI,,"Kaede,Yeonji,Yubin","dance challenge,hit the floor,shorts,tiktok,tiktok challenge,visionary vision","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410106,2024.10.24 [SHORTS] Happy JiWoo Day!,2024-10-24,Shorts,해피 지우 데이🫶#tripleS #트리플에스 #トリプルS #トリプルエス #トエス#JiWoo #지우 #ジウ,0:00:55,https://youtu.be/XfNlYmsY1Tg,NO,Jiwoo,"birthday,birthday cafe,birthday cake","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410107,2024.10.24 [GREETING] Whosfan Cafe Welcome Message feat. Visionary Vision,2024-10-24,Greeting,Whosfan Cafe | tripleS Visionary Vision [Performante] 오피셜 테마 카페 안내 Welcome Message,0:01:14,https://youtu.be/HxqzwL2QxZk,NO,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","greeting,visionary vision,whosfan cafe","greeting,youtube",Visionary Vision,Divine01,,WhosfanTV,,
2410108,"2024.10.24 [SHORTS] ‘Hit The Floor’ Challenge with Hyerin, Lynn & J Black",2024-10-24,Shorts,제이블랙 댄서님과 바람 뚫고 달려가🏃🏻#tripleS #트리플에스 #VisionaryVision #Hit_the_Floor #혜린 #린 #JBLACK #제이블랙,0:00:24,https://youtu.be/-Ay5iUquiOk,,"Hyerin,Lynn","dance challenge,hit the floor,shorts,tiktok,tiktok challenge,visionary vision","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410109,"2024.10.24 [SHORTS] ‘Hit The Floor’ Challenge with Kotone, Xinyu, Lynn",2024-10-24,Shorts,Hit the Floor💥 #tripleS #트리플에스 #トリプルS #トリプルエス #トエス #VisionaryVision #Performante #Hit_the_Floor,0:00:25,https://youtu.be/kTrOtN0fjFc,,"Kotone,Lynn,Xinyu","dance challenge,hit the floor,shorts,tiktok,tiktok challenge,visionary vision","official,shorts,tiktok,youtube",Visionary Vision,Divine01,,tripleS official,,
2410110,2024.10.24 [FANCAM] PERFORMANTE Showcase ‘Hit The Floor’,2024-10-24,Fancam,241023 트리플에스(tripleS VV) '힛더플로어(Hit the Floor)' 직캠(fancam) @showcase 쇼케이스,0:03:02,https://youtu.be/JKx5DjgcBN8,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","4K,comeback showcase,hit the floor,performante,showcase,visionary vision","fancam,youtube",Visionary Vision,Divine01,,보가츠,,
2410111,2024.10.24 [FANCAM] PERFORMANTE Showcase ‘Rising’,2024-10-24,Fancam,241023 트리플에스(tripleS VV) '라이징(Rising)' 직캠(fancam) @showcase 쇼케이스,0:02:40,https://youtu.be/FQ2ET4vbhLQ,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","4K,comeback showcase,performante,rising,showcase,visionary vision","fancam,youtube",Visionary Vision,Divine01,,보가츠,,
2410112,2024.10.24 [FANCAM] PERFORMANTE Showcase ‘Invincible’,2024-10-24,Fancam,241023 트리플에스(tripleS VV) '인빈시블(Invincible)' 직캠(fancam) @showcase 쇼케이스,0:03:20,https://youtu.be/tJHeq8NqWNk,,"Hyerin,Jiyeon,Kaede,Kotone,Lynn,Nakyoung,Nien,Sohyun,Xinyu,Yeonji,Yooyeon,Yubin","4K,comeback showcase,invincible,performante,showcase,visionary vision","fancam,youtube",Visionary Vision,Divine01,,보가츠,,
